Date Time,,,,Event
10/16/2003 05:15,UK,402),,Treasury's Balls Speaks at HSBC Seminar
10/16/2003 06:30,UK,403),,Chancellor Gordon Brown Answers Parliamentary Questions
10/16/2003 09:30,UK,404),,U.K. Treasury officials testify about child trust fund
11/04/2003 04:30,UK,405),,U.K.'s Vickers testifies on credit card charges
11/05/2003 09:30,UK,406),,U.K.'s Royal Mint testifies on annual report
11/06/2003 10:30,UK,407),,U.K.'s Brown testifies to International Development Committee
11/12/2003 09:30,UK,408),,U.K. Treasury testifies on child trust fund
11/13/2003 06:00,UK,409),,U.K.'s Brown answers questions in parliament
11/17/2003 11/20,UK,410),,US President George W Bush visits UK
11/18/2003 05:30,UK,411),,"U.S.' Snow, U.K.'s Brown Address CBI Conference"
11/24/2003 11:15,UK,412),,U.K. Chancellor Brown Speaks at London Conference
11/26/2003 06:00,UK,413),,Queen's Speech to Outline Government Agenda
11/30/2003 19:00,UK,414),,UN Global Warming Conference
12/10/2003 07:30,UK,415),,U.K.'s Brown Delivers Pre-Budget Report
12/15/2003 11:00,UK,416),,U.K. Treasury Committee hearing on pre-budget
12/16/2003 04:30,UK,417),,U.K. Treasury officials comment on pre-budget
12/18/2003 04:30,UK,418),,U.K.'s Brown comments on pre-budget report
12/18/2003 06:30,UK,419),,U.K.'s Brown answers questions in parliament
01/03/2004 11:00,UK,420),,"Bank of England's King, Bean speak in San Diego"
01/20/2004 08:45,UK,421),,Bank of England's King Speaks in Birmingham
01/20/2004 19:01,UK,422),,U.K. Treasury Committee Publishes Report on Budget Deficit
01/22/2004 04:30,UK,423),,"Ron Sandler, Paul Myners Testify to U.K. Treasury Comittee"
01/22/2004 13:15,UK,424),,Bank of England's Large Delivers Lecture at LSE
01/26/2004 04:00,UK,425),,"U.K.'s Brown Hosts Greenspan, Trichet, Gates at London Summit"
01/26/2004 10:30,UK,426),,BOE's King Chairs Enterprise & Productivity Workshop Session
01/27/2004 04:30,UK,427),,"Aviva, Legal & General, Standard Life Testify About Savings"
01/27/2004 14:00,UK,428),,U.K. House of Commons Votes on Blair's Tuition Fees Plan
01/28/2004 07:30,UK,429),,U.K.'s Lord Hutton Issues Statement on Death of Scientist
01/29/2004,UK,430),,BOE's Tucker speaks at Asset & Liability Management Assoc.
02/03/2004 04:30,UK,431),,U.K. Treasury testifies about productivity
02/03/2004,UK,432),,"Blair Questioned on Iraq, Services"
02/04/2004 07:30,UK,433),,U.K. Parliament Debates Hutton Report on David Kelly
02/15/2004,UK,434),,"U.K.'s Brown, World Bank's Wolfensohn on globalization"
02/18/2004,UK,435),,U.K.'s Brown speaks to charity organization
03/09/2004,UK,436),,U.K. CBI testifies to Treasury Committee about tax
03/16/2004,UK,437),,"U.K.'s Bootle, Barr, Rosewell testifty to Treasury Committee"
03/17/2004,UK,438),,U.K.'s Brown presents annual budget plan
03/23/2004,UK,439),,U.K. economists testify about government budget
03/23/2004,UK,440),,U.K. Treasury officials testify about the budget deficit
03/24/2004 09:00,UK,441),,U.K.'s Brown testifies about budget plan
03/25/2004 04:30,UK,442),,"Bank of England's King, Lomax, Large testify to lawmakers"
04/02/2004,UK,443),,Blair Questioned on Hutton Report
04/02/2004,UK,444),,Trading Statement: Northern Rock Plc
04/02/2004,UK,445),,Earnings expected: Michael Page International
04/12/2004 03:30,UK,446),,U.K. Conservative Party: Election News Conference
04/20/2004 04:40,UK,447),,U.K. Conservative Party News Conference
04/22/2004 03:45,UK,448),,U.K. Labour Party Holds Election News Conference
04/22/2004 04:00,UK,449),,U.K. Conservative Party Election News Conference
04/27/2004,UK,450),,Brown on competitiveness at Institute of Director's Convention
05/04/2004 05/06,PD,451),,Polish President State Visit to UK and Northern Ireland
05/08/2004 19:00,UK,452),,"France's Chirac, U.K.'s Blair Hold Talks in Paris"
05/10/2004 07:00,UK,453),,"Blair, Chinese Prime Minister Wen Jiabao Meet in London"
05/11/2004 09:30,UK,454),,Alastair Campbell Takes Questions From Lawmakers
05/12/2004 04:30,UK,455),,Lord Sainsbury Appears at Science and Technology Committee
05/12/2004 05:00,UK,456),,Defense Committee Questions Top Civil Servant Kevin Tebbit
05/12/2004 05:00,UK,457),,"Chancellor Speaks to EU Delegation, U.K. Business Leaders"
05/12/2004 09:45,UK,458),,Transport Committee Takes Up London Congestion Charge
05/13/2004 05:00,UK,459),,Lord Hutton Takes Questions From Lawmakers
05/13/2004 06:00,UK,460),,Chancellor of the Exchequer Gordon Brown Takes Questions
05/17/2004 06:00,UK,461),,Defence Secretary Hoon Takes Questions in Parliament
05/17/2004 14:00,UK,462),,London Mayoral Candidates Take Up Transportation Policy
05/17/2004 05/19,UK,463),,House of Commons Considers Pensions Bill
05/18/2004 04:30,UK,464),,Treasury Committee Considers Regional Productivity
05/18/2004 06:00,UK,465),,Transport Secretary Darling Questioned in Paraliament
05/18/2004 06:20,UK,466),,U.K.'s Clarke Adresses Police Federation
05/19/2004 05:30,UK,467),,Chancellor of the Exchequer Brown Testifies to Lords
05/19/2004 13:45,GE,468),,"U.K.'s Blair, Germany's Schroeder Meet to Discuss Iraq, London"
05/20/2004 13:00,UK,469),,London Mayoral Candidates Debate Business Issues
05/24/2004 10:00,UK,470),,"U.K.'s Brown, U.S.'s Snow Host Business Conference in New York"
05/24/2004 11:00,UK,471),,Environment Minister Morley Testifies on Planting of GM Crops
05/25/2004 04:30,UK,472),,Committee Discusses Restoring Confidence in Long-Term Savings
05/25/2004 05:00,UK,473),,Committee to Consider Defence Ministry Procurement
05/25/2004 05:30,UK,474),,House of Commons Committee to Consider BBC Charter Renewal
05/25/2004 05:45,FR,475),,"France's Sarkozy Meet U.K.'s Brown, Blair During Visit"
05/25/2004 07:00,UK,476),,Prime Minister Tony Blair's Monthy Press Conference
05/25/2004 10:00,UK,477),,Secretary of State Straw to Appear Before Committee
05/25/2004,UK,478),,"U.K., Iraq Defense Ministers Press Conference in London"
05/26/2004 07:00,UK,479),,Prime Minister's Questions in Parliament
05/26/2004 09:45,UK,480),,U.K. Commons Committee to Question Transport Minister
05/27/2004 06/04,UK,481),,Parliament in Recess for Whitsun
06/06/2004 19:00,UK,482),,Parliament Returns From Recess
06/08/2004 06:30,UK,483),,Economic Secretary Healey in Westminster Debate on Oil Prices
06/09/2004 07:00,UK,484),,Prime Minister's Questions in Parliament
06/09/2004 19:00,UK,485),,"Election: European Parliament, London Mayor, Local Governments"
06/09/2004 19:00,UK,486),,"Election: European Parliament, London mayor, local governments"
06/12/2004 19:00,UK,487),,Election Results Announced for Members of European Parliament
06/15/2004 04:00,UK,488),,U.K. Conservatives Leader Howard Speaks at Borrowers Forum
06/15/2004 05:00,UK,489),,London Mayor Livingstone to Discuss Policies for Second Term
06/15/2004 06:30,UK,490),,U.K. Foreign Secretary Straw Answers Questions in Parliament
06/15/2004 07:00,UK,491),,U.K. Prime Minsister Gives Monthy Press Conference
06/16/2004 07:00,UK,492),,U.K.'s Blair Answers Questions in House of Commons
06/16/2004 07:00,UK,493),,Prime Minister's Questions in Parliament
06/17/2004 06:00,UK,494),,Chancellor Brown Takes Questions in Parliament
06/18/2004 05:00,UK,495),,London Assembly Annual Meeting
06/22/2004 05:00,UK,496),,London Mayor Livingstone to Discuss Policies for Second Term
06/23/2004 07:00,UK,497),,U.K.'s Blair Answers Questions in House of Commons
06/23/2004 07:00,UK,498),,Prime Minister's Questions in Parliament
06/23/2004 09:20,UK,499),,U.K. Prime Minsister Speaks About Health and Public Services
06/24/2004 04:30,UK,500),,Bank of England's King Discusses May Inflation Report
06/24/2004 05:00,UK,501),,London Assembly - Mayor's Question Time
06/24/2004 13:00,UK,502),,Secretary of State Straw Speaks About Developments in the EU
06/30/2004 07:00,UK,503),,Prime Minister's Questions in Parliament
07/06/2004 04:00,UK,504),,U.K.'s Blair Answers Liaison Committee Questions
07/07/2004 04:30,UK,505),,U.K.'s Brown Gives British Council Annual Lecture
07/07/2004 07:00,UK,506),,Prime Minister Blair Answers Questions in House of Commons
07/07/2004 09:30,UK,507),,U.K.'s Blair Speaks About Plans for Education
07/12/2004 10:30,UK,508),,U.K. Chancellor Brown Gives 2004 Spending Review
07/12/2004 10:30,UK,509),,Chancellor Brown Presents Comprehensive Spending Review
07/13/2004 07:30,UK,510),,U.K.'s Prescott Makes a Statement on Housing
07/13/2004 19:00,UK,511),,Report on Iraq Weapons of Mass Destruction to Be Released
07/14/2004 04:15,UK,512),,U.K. economists testify about government spending
07/14/2004 07:00,UK,513),,Prime Minister's Questions in Parliament
07/14/2004 07:30,UK,514),,U.K.'s Butler Holds a News Conference on Iraq War
07/14/2004 19:00,UK,515),,By-Elections for Two Vacant Seats in Parliament
07/15/2004 04:15,UK,516),,U.K.'s Brown Speaks About Treasury Spending Review
07/15/2004 04:15,UK,517),,Chancellor Brown to testify at Treasury Committee
07/15/2004 06:30,UK,518),,U.K. Chancellor Brown Answers Treasury Questions
07/15/2004 06:30,UK,519),,Chancellor Brown Answers Questions in Parliament
07/19/2004 06:15,UK,520),,U.K.'s Blair Discusses Government Anti-Crime Plans
07/19/2004 10:30,UK,521),,U.K.'s Blunkett Statement on Anti-Crime Strategy
07/20/2004 07:30,UK,522),,U.K.'s Darling Speaks About Transport Strategy
07/21/2004 07:00,UK,523),,U.K.'s Blair Answers Questions in House of Commons
07/21/2004 07:00,UK,524),,Prime Minister's Questions in Parliament
07/21/2004 08:20,UK,525),,U.K.'s Hoon Announces Defense Plans to Parliament
07/21/2004 10:00,UK,526),,U.K.'s Hoon Holds News Conference on Defense Plans
07/21/2004 09/03,UK,527),,Parliament in Recess for Summer
07/29/2004 06:00,UK,528),,Foreign Affairs Committee Press Conference
08/26/2004 07:30,UK,529),,U.K.'s Howard Holds Speech: Political Correctness
09/06/2004 19:00,UK,530),,Parliament Returns From Recess
09/07/2004 07:00,UK,531),,U.K. Prime Minister Blair: Monthly News Conference
09/08/2004 07:00,UK,532),,U.K.'s Blair Answers Questions in House of Commons
09/08/2004,UK,533),,Prime Minister's Questions in Parliament
09/12/2004 19:00,UK,534),,Trades Union Congress Begins Annual Conference
09/15/2004 07:00,UK,535),,U.K.'s Blair Answers Questions in House of Commons
09/15/2004 10:00,UK,536),,U.K.'s Hoon Speaks About Plans for Arms and Planes
09/15/2004,UK,537),,Prime Minister's Questions in Parliament
09/15/2004 10/08,UK,538),,Parliament in Recess for Party Conferences
09/16/2004 04:30,UK,539),,Treasury Committee Meets on the EU and Financial Services
09/16/2004 07:30,UK,540),,U.K.'s Hain Comments on Parliament Security Breach
09/18/2004 19:00,UK,541),,Liberal Democrats Conference Begins in Bournemouth
09/23/2004 06:15,UK,542),,U.K. Liberal Democrat Leader Kennedy Makes Speech
09/25/2004 19:00,UK,543),,Labour Party Conference Begins in Brighton
09/27/2004 04:45,UK,544),,U.K. Treasury's Boateng Speaks to Bloomberg TV
09/27/2004 06:50,UK,545),,U.K.'s Brown Speaks to Labour Party Conference
09/27/2004 10:00,UK,546),,U.K.'s Ed Balls Speaks to Bloomberg TV
09/27/2004 11:45,UK,547),,BCC Director General Frost Speaks to Bloomberg TV
09/28/2004 02:15,UK,548),,Labour's Robin Cook Speaks to Bloomberg TV
09/28/2004 04:45,UK,549),,U.K. Cabinet Office's Kelly Speaks to Bloomberg TV
09/28/2004 09:30,UK,550),,U.K.'s Blair Speaks to Labour Party Conference
09/28/2004 11:45,UK,551),,CBI Director-General Jones Speaks to Bloomberg TV
09/29/2004 05:45,UK,552),,U.K. Energy Minister Timms Speaks to Bloomberg TV
09/29/2004 06:00,UK,553),,U.K.'s Clarke Speaks at Labour Party Conference
09/29/2004 10:45,UK,554),,U.K.'s Blunkett Speaks to Labour Party Conference
09/30/2004 06:40,UK,555),,U.K.'s Straw Speaks to Labour Party Conference
09/30/2004 09:25,UK,556),,Iraqi Prime Minister Allawi Speaks in London
09/30/2004 10:00,UK,557),,U.K.'s Hilary Benn Discusses International Aid
10/03/2004 19:00,UK,558),,Conservative Party Conference Begins in Bournemouth
10/05/2004 06:45,UK,559),,U.K.'s Michael Howard Speaks to Conservatives
10/10/2004 19:00,UK,560),,Parliament Returns From Conferences Recess
10/11/2004 19:00,UK,561),,Report by Employer Task Force on Pensions to Be Released
10/13/2004 07:00,UK,562),,U.K.'s Blair Answers Questions in House of Commons
10/13/2004 07:00,UK,563),,Prime Minister's Questions in Parliament
10/13/2004 10/14,HU,564),,"Blair, Schroeder, Zapatero, Gyurcsany at Conference in Hungary"
10/14/2004 06:30,UK,565),,U.K. Chancellor Brown Answers Treasury Questions
10/14/2004 07:00,UK,566),,BCC Director General Frost Speaks to Bloomberg TV
10/18/2004 10:30,UK,567),,U.K.'s Hoon Makes Statement About Troops in Iraq
10/20/2004 04:45,UK,568),,U.K.'s Johnson on Work and Pensions Annual Report
10/20/2004 07:00,UK,569),,U.K.'s Blair Answers Questions in House of Commons
10/20/2004 07:00,UK,570),,Prime Minister's Questions in Parliament
10/25/2004 07:00,UK,571),,U.K. Prime Minister Blair: Monthly News Conference
10/25/2004 09:30,UK,572),,U.K.'s Hoon Answers Defense Questions in Commons
10/27/2004 07:00,UK,573),,U.K.'s Blair Answers Questions in House of Commoms
10/27/2004 07:00,UK,574),,Prime Minister's Questions in Parliament
11/01/2004 09:30,UK,575),,U.K.'s Jowell Answers Questions on Gambling Bill
11/02/2004 05:30,UK,576),,U.K.'s Jowell Discusses BBC Charter Renewal
11/02/2004 09:55,UK,577),,U.K.'s Blunkett Speaks to Home Affairs Committee
11/03/2004 07:00,UK,578),,Prime Minister's Questions in Parliament
11/03/2004 10:00,UK,579),,U.K. Army Chief Jackson on Outlook for Defense
11/07/2004 11/08,UK,580),,"Gordon Brown, Peter Mandelson to Speak at CBI Conference"
11/09/2004 04:30,UK,581),,U.K.'s Lib Dem's Cable Speaks to Bloomberg TV
11/09/2004 05:25,UK,582),,"U.K.'s Hewitt, Letwin and Cable Join CBI Debate"
11/10/2004 07:00,UK,583),,Prime Minister's Questions in Parliament
11/11/2004 06:30,UK,584),,U.K. Chancellor Brown Answers Treasury Questions
11/16/2004 04:30,UK,585),,U.K.'s Falconer Speaks on Constitutional Reform
11/16/2004 07:30,UK,586),,U.K. Health Secretary Reid on Smoking Legislation
11/17/2004 05:00,UK,587),,Ford Jaguar Chairman Meets Parliament Committee
11/17/2004 07:00,UK,588),,U.K.'s Blair Answers Questions in House of Commons
11/17/2004 09:30,UK,589),,U.K.'s Darling Speaks to Transport Committee
11/18/2004 08:45,UK,590),,"U.K.'s Blair, France's Chirac Set Press Conference After Talks"
11/22/2004 19:00,UK,591),,State Opening of the 2004-05 Session of Parliament
11/24/2004 10:00,UK,592),,U.K. Legislators Discuss Navy Defense Plans
11/25/2004 10:20,UK,593),,U.K.'s Blair: Government's Policy on Drugs
12/01/2004 07:00,UK,594),,U.K.'s Blair Answers Questions in House of Commons
12/07/2004 09:00,UK,595),,U.K. Conservative's Cameron on Social Policy
12/15/2004 07:00,UK,596),,U.K.'s Blair Answers Questions in House of Commons
12/16/2004 04:15,UK,597),,U.K.'s Brown Speaks About Pre-Budget Report
12/16/2004 06:30,UK,598),,U.K. Chancellor Brown Answers Treasury Questions
12/16/2004 07:30,UK,599),,U.K.'s Hoon Makes Statement About Defense Cuts
12/17/2004 07:45,UK,600),,U.K.'s Brown Speaks to Council on Foreign Relations
12/17/2004 10:45,UK,601),,U.K.'s Brown Speaks to United Nations
12/20/2004 01/07,UK,602),,Christmans Recess for U.K. Parliament
12/21/2004 05:30,UK,603),,U.K.'s Blair Holds News Conference in Baghdad
12/21/2004 06:58,UK,604),,U.K.'s Alan Budd Speaks About Blunkett Inquiry
12/22/2004 19:00,UK,605),,Queen Elizabeth II Speech Sets Out Government Legislative Plan
01/06/2005 05:00,UK,606),,U.K.'s Brown Speaks on International Development
01/10/2005 09:30,UK,607),,"U.K.'s Hoon Speaks About Iraqi Elections, Troops"
01/12/2005 04:45,UK,608),,U.K.'s Jack Straw Speaks About Export Controls
01/12/2005 07:00,UK,609),,U.K.'s Blair Answers Questions in House of Commons
01/12/2005 09:30,UK,610),,U.K.'s Hoon Speaks About Future of Armed Forces
01/12/2005 14:10,UK,611),,U.K.'s Conservative's Letwin Speaks to Bloomberg
01/13/2005 05:30,UK,612),,"Glaxo, AstraZeneca: Influence of Drug Industry"
01/13/2005 08:20,UK,613),,U.K.'s Blair Speaks About Election Manifesto
01/13/2005 13:15,UK,614),,U.K.'s Stephen Timms Speaks About Investment
01/19/2005 07:00,UK,615),,U.K.'s Blair Answers Questions in House of Commons
01/24/2005 06:00,UK,616),,U.K.'s Howard Speaks About Immigration Policy
01/26/2005 07:00,UK,617),,U.K.'s Blair Answers Questions in House of Commons
01/26/2005 09:30,UK,618),,U.K.'s Howard: News Conference on British Economy
01/31/2005 10:30,UK,619),,U.K. Foreign Secretary Straw: Statement on Iraq
01/31/2005 02/02,UK,620),,"Scientific Conference on Climate Change in Exeter, England"
02/01/2005 05:29,UK,621),,U.K. Prime Minister Blair Gives Speech on Welfare
02/01/2005 09:45,UK,622),,U.K.'s O'Brien Gives Evidence on Fuel Prices
02/02/2005 04:45,UK,623),,U.K.'s Johnson Gives Evidence on DWP's Staffing
02/02/2005 07:00,UK,624),,U.K.'s Blair Answers Questions in House of Commons
02/02/2005 07:30,UK,625),,U.K.'s Pensions Secretary Johnson Makes Statement
02/03/2005 05:30,UK,626),,U.K.'s Warner: Evidence on Pharmaceutical Industry
